_uuid,start,end,today,survey_round,group_identification/household_id,group_identification/enumerator_name,group_identification/survey_date,group_identification/sub_county,group_identification/ward,group_identification/household_head_sex,group_identification/landholding_acres,group_advisory/reached_advisory,group_advisory/advisory_channels,group_training/ffs_completed,group_training/practices_used,crop_sales/crop_name,crop_sales/area_planted_acres,crop_sales/quantity_harvested_kg,crop_sales/quantity_sold_kg,crop_sales/price_received_kes_per_kg,crop_sales/buyer_type,crop_sales/sold_through_group,group_resilience/coping_strategies_used,yield_kg_per_acre,crop_income_kes,price_share_pct
uuid-Baseline-86,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00087,M. Wanjiru,2026-06-24,kitui_south,mutonguni,male,1.55,no,,no,,cowpeas,0.98,198.3,177.0,65.04,processor,no,reduced_meals borrowed_food child_labour,180.8,8013.0,58.5
uuid-Baseline-87,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00088,S. Kamau,2026-06-17,mwingi_west,kwa_vonza,male,1.35,no,,no,organic_amendment staggered_planting,maize,0.68,119.0,104.0,176.09,producer_group,yes,borrowed_food,202.0,14467.0,70.6
uuid-Baseline-88,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00089,A. Ndaka,2026-06-15,kitui_rural,township,female,1.35,no,,yes,organic_amendment,green_grams,0.58,248.2,185.4,87.86,processor,no,child_labour borrowed_food,403.1,16189.0,61.5
uuid-Baseline-89,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00090,M. Wanjiru,2026-06-26,mwingi_west,kwa_vonza,male,3.46,yes,radio ivr,no,,pigeon_peas,3.43,1300.6,1128.4,76.48,market_vendor,no,borrowed_food child_labour reduced_meals,362.4,85543.0,61.4
uuid-Baseline-90,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00091,S. Kamau,2026-06-07,kitui_rural,mbitini,female,3.6,no,,no,,cowpeas,3.09,625.6,511.2,103.7,market_vendor,no,child_labour borrowed_food,236.2,48391.0,56.5
uuid-Baseline-91,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00092,M. Wanjiru,2026-06-08,mwingi_west,waita,male,2.54,no,,no,min_tillage intercropping,cowpeas,1.49,385.2,236.4,75.98,processor,no,child_labour borrowed_food,247.9,13187.0,58.2
uuid-Baseline-92,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00093,P. Kioko,2026-06-24,mwingi_west,kwa_vonza,female,0.86,no,,no,,pigeon_peas,0.33,170.3,73.0,147.64,market_vendor,no,sold_productive_asset reduced_meals,465.4,8244.0,60.6
uuid-Baseline-93,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00094,S. Kamau,2026-06-18,kitui_rural,mbitini,female,1.88,no,,no,water_harvesting,sorghum,0.94,362.4,227.9,137.17,local_trader,no,none,384.6,22850.0,57.9
uuid-Baseline-94,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00095,A. Ndaka,2026-06-08,kitui_rural,township,male,5.0,no,,no,min_tillage staggered_planting,cassava,0.78,157.2,90.2,93.82,market_vendor,no,none,234.8,6297.0,59.0
uuid-Baseline-95,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00096,A. Ndaka,2026-06-14,mwingi_west,waita,female,5.0,no,,no,,green_grams,0.62,291.1,216.0,117.63,producer_group,yes,child_labour reduced_meals,413.4,19597.0,69.1
uuid-Baseline-96,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00097,P. Kioko,2026-06-24,kitui_rural,mbitini,male,3.91,no,,no,intercropping,sorghum,2.06,745.1,451.7,131.2,processor,no,child_labour reduced_meals,400.5,56247.0,58.8
uuid-Baseline-97,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00098,M. Wanjiru,2026-06-18,kitui_rural,mbitini,male,0.89,no,,no,water_harvesting,maize,0.61,285.0,149.7,116.71,local_trader,no,reduced_meals,440.5,17067.0,60.5
uuid-Baseline-98,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00099,M. Wanjiru,2026-06-07,kitui_rural,township,female,1.9,no,,no,staggered_planting,green_grams,1.56,581.1,513.4,74.51,market_vendor,no,none,411.2,31165.0,64.6
uuid-Baseline-99,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00100,P. Kioko,2026-06-07,kitui_south,mutonguni,female,2.42,no,,no,mulching min_tillage,green_grams,1.33,334.8,169.9,129.2,local_trader,no,sold_productive_asset borrowed_food reduced_meals,269.0,15493.0,59.3
uuid-Baseline-100,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00101,A. Ndaka,2026-06-26,kitui_south,kyome_thaana,male,2.17,no,,no,intercropping drought_tolerant_seed,green_grams,1.57,321.2,135.4,102.16,producer_group,yes,child_labour borrowed_food,237.9,13348.0,71.3
uuid-Baseline-101,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00102,A. Ndaka,2026-06-10,mwingi_west,waita,male,4.18,no,,no,drought_tolerant_seed intercropping,sorghum,3.01,1311.3,875.6,72.28,market_vendor,no,child_labour borrowed_food reduced_meals,415.8,49095.0,61.5
uuid-Baseline-102,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00103,A. Ndaka,2026-06-02,kitui_rural,township,female,3.36,no,,no,water_harvesting,cassava,1.34,365.3,171.9,93.68,market_vendor,no,none,238.0,14413.0,55.4
uuid-Baseline-103,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00104,M. Wanjiru,2026-06-02,kitui_south,mutonguni,male,0.85,no,,no,mulching organic_amendment,sorghum,0.32,70.9,28.5,84.67,local_trader,no,sold_productive_asset child_labour borrowed_food,225.6,1623.0,56.5
uuid-Baseline-104,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00105,S. Kamau,2026-06-12,kitui_south,kyome_thaana,male,1.25,no,,no,,green_grams,1.18,446.8,242.8,120.3,market_vendor,no,child_labour reduced_meals sold_productive_asset,388.7,25506.0,57.3
uuid-Baseline-105,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00106,J. Mwendwa,2026-06-19,mwingi_west,kwa_vonza,male,3.9,no,,no,,green_grams,3.21,1333.8,1099.4,307.68,processor,no,sold_productive_asset,414.2,48870.0,57.2
uuid-Baseline-106,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00107,P. Kioko,2026-06-03,mwingi_west,waita,male,5.0,no,,no,mulching water_harvesting,pigeon_peas,3.89,1115.1,972.9,154.02,processor,no,none,314.8,112563.0,59.5
uuid-Baseline-107,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00108,M. Wanjiru,2026-06-09,kitui_rural,mbitini,female,2.44,no,,no,drought_tolerant_seed,maize,2.21,523.6,216.2,134.24,processor,no,none,253.8,28895.0,61.6
uuid-Baseline-108,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00109,S. Kamau,2026-06-16,kitui_rural,township,male,5.0,no,,no,min_tillage drought_tolerant_seed,sorghum,3.2,1077.5,573.0,164.45,local_trader,no,child_labour sold_productive_asset,370.6,75571.0,63.6
uuid-Baseline-109,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00110,P. Kioko,2026-06-14,kitui_south,mutonguni,male,2.25,no,,no,water_harvesting min_tillage,pigeon_peas,0.37,60.1,29.2,146.25,local_trader,no,borrowed_food child_labour,147.6,3087.0,60.7
uuid-Baseline-110,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00111,A. Ndaka,2026-06-12,mwingi_west,kwa_vonza,female,0.99,no,,no,intercropping staggered_planting,sorghum,0.89,242.9,125.5,111.86,processor,no,none,261.4,13258.0,58.5
uuid-Baseline-111,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00112,P. Kioko,2026-06-05,kitui_rural,township,male,3.16,no,,no,,cassava,0.23,53.7,47.8,142.36,market_vendor,no,borrowed_food child_labour sold_productive_asset,252.9,5889.0,53.6
uuid-Baseline-112,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00113,S. Kamau,2026-06-23,kitui_rural,township,female,5.0,no,,no,staggered_planting drought_tolerant_seed,cassava,0.57,278.7,174.5,172.14,producer_group,yes,reduced_meals borrowed_food sold_productive_asset,484.8,22748.0,68.0
uuid-Baseline-113,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00114,S. Kamau,2026-06-06,mwingi_west,kwa_vonza,male,0.68,no,,no,min_tillage,green_grams,0.48,174.3,104.3,97.75,market_vendor,no,child_labour reduced_meals borrowed_food,382.2,9861.0,59.9
uuid-Baseline-114,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00115,S. Kamau,2026-06-06,kitui_rural,township,female,5.0,no,,no,drought_tolerant_seed,pigeon_peas,0.41,176.2,99.0,89.07,market_vendor,no,reduced_meals sold_productive_asset,397.5,8595.0,60.3
uuid-Baseline-115,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00116,S. Kamau,2026-06-11,kitui_south,kyome_thaana,female,3.04,no,,yes,,cowpeas,2.67,949.6,494.4,104.43,processor,no,none,388.9,52001.0,66.1
uuid-Baseline-116,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00117,M. Wanjiru,2026-06-25,kitui_south,kyome_thaana,female,1.19,no,,no,staggered_planting min_tillage,cowpeas,0.74,290.4,245.9,124.43,processor,no,none,449.7,23134.0,63.5
uuid-Baseline-117,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00118,A. Ndaka,2026-06-13,mwingi_west,kwa_vonza,male,0.32,yes,ivr sms,no,staggered_planting,pigeon_peas,0.27,111.9,51.1,158.44,processor,no,none,374.9,6350.0,62.2
uuid-Baseline-118,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00119,A. Ndaka,2026-06-26,mwingi_west,kwa_vonza,male,0.25,no,,no,staggered_planting min_tillage,cowpeas,0.18,73.0,53.6,79.68,processor,no,child_labour reduced_meals,354.9,3927.0,56.9
uuid-Baseline-119,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00120,J. Mwendwa,2026-06-27,mwingi_west,waita,female,1.35,no,,no,mulching drought_tolerant_seed,cowpeas,0.44,175.8,123.8,145.54,local_trader,no,borrowed_food reduced_meals sold_productive_asset,354.6,16958.0,58.3
uuid-Baseline-120,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00121,M. Wanjiru,2026-06-21,mwingi_west,waita,male,2.71,no,,no,min_tillage,green_grams,1.19,425.8,325.8,128.17,market_vendor,no,child_labour reduced_meals borrowed_food,401.3,31362.0,59.5
uuid-Baseline-121,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00122,A. Ndaka,2026-06-11,mwingi_west,kwa_vonza,male,3.71,no,,no,water_harvesting staggered_planting,cassava,0.75,380.0,290.0,83.33,market_vendor,no,sold_productive_asset reduced_meals child_labour,443.5,17529.0,57.5
uuid-Baseline-122,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00123,S. Kamau,2026-06-01,kitui_rural,township,male,4.29,no,,no,,maize,3.24,1177.7,741.4,62.38,local_trader,no,none,320.3,35776.0,61.3
uuid-Baseline-123,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00124,A. Ndaka,2026-06-21,mwingi_west,waita,female,2.54,no,,no,intercropping min_tillage,maize,1.76,580.1,513.5,93.25,processor,no,child_labour reduced_meals sold_productive_asset,342.9,36779.0,60.9
uuid-Baseline-124,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00125,A. Ndaka,2026-06-20,kitui_rural,mbitini,female,2.27,no,,no,organic_amendment,cassava,1.86,775.4,384.5,117.24,market_vendor,no,child_labour sold_productive_asset borrowed_food,419.9,41173.0,56.5
uuid-Baseline-125,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00126,S. Kamau,2026-06-12,mwingi_west,waita,female,1.59,no,,no,mulching water_harvesting,sorghum,0.27,106.1,89.3,84.75,processor,no,none,350.4,7747.0,63.4
uuid-Baseline-126,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00127,P. Kioko,2026-06-20,kitui_rural,mbitini,female,2.75,no,,no,water_harvesting mulching,cassava,2.13,793.4,363.8,102.72,local_trader,no,sold_productive_asset,392.0,28343.0,60.1
uuid-Baseline-127,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00128,A. Ndaka,2026-06-18,kitui_rural,mbitini,male,1.21,no,,no,water_harvesting,cowpeas,0.59,223.2,154.3,106.51,market_vendor,no,borrowed_food sold_productive_asset,331.3,14502.0,54.6
uuid-Baseline-128,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00129,M. Wanjiru,2026-06-08,kitui_rural,mbitini,male,0.72,no,,no,water_harvesting,pigeon_peas,0.63,209.1,158.1,147.64,processor,no,none,366.0,22488.0,59.6
uuid-Baseline-129,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00130,A. Ndaka,2026-06-13,mwingi_west,kwa_vonza,male,217.38,no,,no,min_tillage organic_amendment,cassava,1.49,685.9,391.9,140.96,local_trader,no,borrowed_food child_labour,403.8,42272.0,60.6
uuid-Baseline-130,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00131,S. Kamau,2026-06-05,kitui_rural,township,female,3.52,no,,no,mulching,cowpeas,1.27,459.9,382.6,65.23,local_trader,no,borrowed_food reduced_meals,371.8,25279.0,62.7
uuid-Baseline-131,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00132,P. Kioko,2026-06-13,kitui_south,kyome_thaana,male,0.58,no,,no,,cassava,0.45,137.1,112.7,123.21,processor,no,borrowed_food,290.8,12440.0,58.8
uuid-Baseline-132,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00133,M. Wanjiru,2026-06-10,mwingi_west,kwa_vonza,female,1.35,no,,no,min_tillage staggered_planting mulching,green_grams,0.4,203.6,137.5,149.77,market_vendor,no,none,463.6,21693.0,62.3
uuid-Baseline-133,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00134,A. Ndaka,2026-06-17,kitui_rural,mbitini,female,2.12,no,,no,,green_grams,1.95,899.2,362.4,139.05,processor,no,child_labour,453.4,38383.0,60.4
uuid-Baseline-134,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00135,M. Wanjiru,2026-06-10,mwingi_west,waita,male,2.08,no,,no,,cassava,0.94,273.6,236.5,107.48,local_trader,no,borrowed_food,285.8,17921.0,55.9
uuid-Baseline-135,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00136,P. Kioko,2026-06-16,kitui_rural,mbitini,male,2.98,no,,no,,green_grams,0.75,303.2,233.3,66.1,market_vendor,no,none,357.8,10815.0,55.6
uuid-Baseline-136,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00137,M. Wanjiru,2026-06-13,kitui_south,kyome_thaana,male,5.0,no,,no,,pigeon_peas,3.38,1133.0,821.2,138.37,local_trader,no,none,324.6,109358.0,63.2
uuid-Baseline-137,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00138,M. Wanjiru,2026-06-06,mwingi_west,kwa_vonza,female,0.25,no,,no,,cassava,0.24,114.8,85.8,130.13,local_trader,no,none,484.8,11430.0,63.4
uuid-Baseline-138,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00139,P. Kioko,2026-06-13,kitui_south,kyome_thaana,female,5.0,yes,sms,no,drought_tolerant_seed,sorghum,0.21,88.0,51.1,75.21,market_vendor,no,borrowed_food child_labour,379.2,2780.0,60.8
uuid-Baseline-139,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00140,J. Mwendwa,2026-06-24,kitui_rural,mbitini,female,5.0,no,,no,mulching,sorghum,4.94,2058.1,1254.3,144.58,processor,no,child_labour,397.3,188267.0,64.3
uuid-Baseline-140,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00141,A. Ndaka,2026-06-11,mwingi_west,kwa_vonza,male,3.75,no,,no,,cowpeas,2.33,858.0,634.7,68.36,processor,no,child_labour borrowed_food,405.2,44123.0,63.0
uuid-Baseline-141,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00142,P. Kioko,2026-06-01,mwingi_west,kwa_vonza,male,2.41,no,,no,,cowpeas,0.23,76.8,68.7,95.08,local_trader,no,child_labour,356.8,5098.0,61.9
uuid-Baseline-142,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00143,P. Kioko,2026-06-17,kitui_south,mutonguni,male,1.23,no,,no,mulching,green_grams,0.71,147.2,90.2,83.28,local_trader,no,reduced_meals borrowed_food child_labour,203.4,5104.0,57.1
uuid-Baseline-143,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00144,A. Ndaka,2026-06-22,mwingi_west,waita,male,3.72,no,,yes,staggered_planting,maize,2.94,881.8,694.9,157.44,producer_group,yes,borrowed_food reduced_meals,285.2,89708.0,73.0
uuid-Baseline-144,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00145,J. Mwendwa,2026-06-12,mwingi_west,waita,male,2.5,no,,no,staggered_planting water_harvesting,maize,1.33,405.6,234.9,88.01,producer_group,yes,sold_productive_asset child_labour,340.8,16019.0,69.4
uuid-Baseline-145,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00146,A. Ndaka,2026-06-19,kitui_rural,township,male,1.62,no,,no,organic_amendment min_tillage water_harvesting,green_grams,0.24,75.4,32.3,62.73,local_trader,no,none,345.8,1570.0,58.6
uuid-Baseline-146,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00147,M. Wanjiru,2026-06-20,kitui_rural,township,female,365.73,no,,no,drought_tolerant_seed,green_grams,1.51,450.4,352.0,84.48,market_vendor,no,sold_productive_asset reduced_meals child_labour,300.1,21691.0,57.8
uuid-Baseline-147,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00148,P. Kioko,2026-06-22,mwingi_west,kwa_vonza,male,4.09,no,,no,organic_amendment drought_tolerant_seed,pigeon_peas,3.27,1477.4,692.4,88.12,processor,no,sold_productive_asset,411.2,46631.0,60.6
uuid-Baseline-148,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00149,M. Wanjiru,2026-06-11,mwingi_west,kwa_vonza,male,5.0,no,,no,,cowpeas,0.58,197.5,174.6,123.95,market_vendor,no,child_labour sold_productive_asset reduced_meals,386.6,14966.0,54.8
uuid-Baseline-149,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00150,S. Kamau,2026-06-16,kitui_rural,mbitini,female,1.12,no,,no,,cowpeas,0.5,256.7,216.3,96.34,local_trader,no,none,468.6,16274.0,61.9
uuid-Baseline-150,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00151,J. Mwendwa,2026-06-26,kitui_south,kyome_thaana,male,4.6,no,,no,staggered_planting,pigeon_peas,2.62,667.5,530.2,143.75,processor,no,none,297.3,51672.0,56.9
uuid-Baseline-151,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00152,S. Kamau,2026-06-01,kitui_south,kyome_thaana,female,1.64,no,,no,organic_amendment,pigeon_peas,0.78,228.0,175.3,150.32,processor,no,none,280.5,19107.0,60.9
uuid-Baseline-152,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00153,M. Wanjiru,2026-06-21,kitui_rural,mbitini,female,2.41,no,,no,,cowpeas,0.59,199.9,97.9,72.79,market_vendor,no,borrowed_food,320.2,6703.0,58.2
uuid-Baseline-153,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00154,P. Kioko,2026-06-03,mwingi_west,kwa_vonza,female,2.76,no,,no,min_tillage drought_tolerant_seed,cassava,0.85,236.5,119.9,97.44,processor,no,none,305.1,11135.0,59.0
uuid-Baseline-154,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00155,J. Mwendwa,2026-06-04,kitui_rural,township,female,4.36,no,,no,water_harvesting min_tillage,green_grams,1.47,528.9,394.1,104.95,market_vendor,no,none,323.0,30030.0,57.5
uuid-Baseline-155,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00156,P. Kioko,2026-06-26,mwingi_west,kwa_vonza,male,3.41,no,,no,organic_amendment,green_grams,0.99,334.8,154.0,83.21,processor,no,reduced_meals child_labour sold_productive_asset,349.3,12278.0,59.3
uuid-Baseline-156,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00157,A. Ndaka,2026-06-08,kitui_rural,township,female,1.6,no,,no,intercropping mulching,cowpeas,0.77,214.5,114.1,89.69,processor,no,none,284.4,8452.0,65.5
uuid-Baseline-157,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00158,S. Kamau,2026-06-09,mwingi_west,kwa_vonza,male,0.25,no,,no,,maize,0.2,86.2,40.6,753.57,market_vendor,no,none,461.2,6320.0,64.0
uuid-Baseline-158,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00159,P. Kioko,2026-06-27,kitui_south,mutonguni,male,295.96,no,,no,water_harvesting organic_amendment min_tillage mulching intercropping drought_tolerant_seed staggered_planting,cowpeas,1.11,487.7,310.8,129.57,processor,no,none,385.1,30636.0,60.9
uuid-Baseline-159,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00160,M. Wanjiru,2026-06-20,kitui_south,mutonguni,male,2.34,no,,no,min_tillage,maize,1.35,469.7,279.5,142.56,processor,no,borrowed_food,313.5,28331.0,59.7
uuid-Baseline-160,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00161,J. Mwendwa,2026-06-27,kitui_rural,township,male,0.68,no,,no,,maize,0.66,141.2,83.8,154.46,local_trader,no,reduced_meals borrowed_food sold_productive_asset,248.9,13030.0,62.3
uuid-Baseline-161,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00162,P. Kioko,2026-06-03,kitui_south,kyome_thaana,female,2.55,no,,no,,maize,0.48,171.1,128.0,74.81,producer_group,yes,reduced_meals borrowed_food sold_productive_asset,351.5,7202.0,71.2
uuid-Baseline-162,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00163,A. Ndaka,2026-06-25,kitui_rural,township,male,2.1,no,,no,min_tillage,cassava,1.64,644.9,265.4,65.1,market_vendor,no,borrowed_food reduced_meals,358.1,15995.0,57.3
uuid-Baseline-163,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00164,J. Mwendwa,2026-06-01,kitui_rural,mbitini,male,4.98,no,,no,staggered_planting mulching water_harvesting organic_amendment min_tillage drought_tolerant_seed intercropping,cowpeas,0.63,220.6,189.7,138.13,market_vendor,no,none,341.9,20627.0,59.6
uuid-Baseline-164,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00165,M. Wanjiru,2026-06-12,mwingi_west,waita,male,5.0,no,,no,water_harvesting,cowpeas,1.92,547.0,403.6,74.19,local_trader,no,child_labour reduced_meals,276.9,20537.0,54.3
uuid-Baseline-165,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00166,J. Mwendwa,2026-06-03,kitui_rural,mbitini,female,4.02,yes,radio,no,water_harvesting mulching,green_grams,1.22,529.9,351.5,121.19,producer_group,yes,none,396.3,33950.0,71.2
uuid-Baseline-166,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00167,M. Wanjiru,2026-06-14,kitui_south,kyome_thaana,male,2.01,no,,no,min_tillage,pigeon_peas,1.52,488.2,244.5,115.74,processor,no,none,300.5,28449.0,66.0
uuid-Baseline-167,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00168,P. Kioko,2026-06-08,kitui_south,kyome_thaana,female,2.24,no,,no,,maize,1.44,624.6,522.2,95.25,processor,no,none,381.2,35553.0,60.0
uuid-Baseline-168,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00169,S. Kamau,2026-06-20,kitui_rural,township,female,1.09,no,,no,,pigeon_peas,0.64,246.8,137.7,66.66,processor,no,child_labour,371.7,6191.0,53.4
uuid-Baseline-169,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00170,J. Mwendwa,2026-06-19,kitui_south,kyome_thaana,male,1.27,no,,no,,maize,1.24,291.2,249.6,109.39,market_vendor,no,sold_productive_asset,237.0,20029.0,61.6
uuid-Baseline-170,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00171,J. Mwendwa,2026-06-20,kitui_rural,township,female,1.92,no,,no,staggered_planting water_harvesting,sorghum,1.37,334.8,160.7,152.53,market_vendor,no,borrowed_food sold_productive_asset reduced_meals,285.1,17661.0,57.1
uuid-Baseline-171,2026-06-01T08:00:00,2026-06-01T08:35:00,2026-06-01,Baseline,KDRSIP-00172,M. Wanjiru,2026-06-13,mwingi_west,waita,male,1.77,no,,no,staggered_planting intercropping,green_grams,0.61,210.0,99.3,112.67,market_vendor,no,borrowed_food,345.6,10449.0,57.8
